Year;Rank;Name;Citizenship;Country Code;Net Worth Billion;Age;Industry Aggregates;Selfmade;Generation of Inheritance;Type of Wealth;Industry;Relationship to Company;Gender;Source of Wealth;Sector;Company;Company type;Founding Date;Political Connection;GDP Currentus;Region;Notes;Notes 2;Deflator 1996;Real Net Worth;Characteristics
1996;212;Chaijudh Karnasuta;Thailand;THA;1.89999997616;0.0;Non-Traded Sectors;self-made;;privatized and resources;Constrution;founder;male;;construction;Italian-Thai development;new;1958;1.0;181947631905.0;East Asia;connnected to Shinawatras;;100.000007629;1.89999985695;North,Founder,Real Billionaires
2014;869;Chanchai Ruayrungruang;China;CHN;2.0;60.0;Traded Sectors;self-made;;founder non-finance;Consumer;founder;male;beverages;real estate;Reignwood Group;new;1984;;;East Asia;;;138.802093506;1.44090044498;North,Founder,Real Billionaires
2001;167;Charles Dolan;United States;USA;2.79999995232;74.0;Non-Traded Sectors;self-made;;founder non-finance;Media;founder;male;;media;Cablevision and HBO;new;1972;;10621824000000.0;North America;;;109.114585876;2.56610965729;North,Founder,Real Billionaires
2001;452;Charlotte Colket Weber;United States;USA;1.10000002384;50.0;Traded Sectors;inherited;Third generation;inherited;Consumer;relation;female;;soup;Campbell Soup;aquired;1869;;10621824000000.0;North America;3rd generation;;109.114585876;1.00811457634;North,Founder,Real Billionaires
2001;174;Cheng Yu-tung;Hong Kong;HKG;2.70000004768;75.0;Financial;inherited;inherited from father;inherited;Real Estate;relation;male;;real estate;Chow Tai Fook Enterprises;new;1929;;169403241524.0;East Asia;inherited from father-in-law;at least two stores, on in HK, on in Macao when he inherited;109.114585876;2.47446298599;North,Founder,Real Billionaires
2014;1565;Christopher Burch;United States;USA;1.0;60.0;Traded Sectors;self-made;;founder non-finance;Consumer;founder;male;fashion;fashion;Tory Burch LLC;new;2004;;;North America;;;138.802093506;0.720450222492;North,Founder,Real Billionaires
2014;988;Chu Lam Yiu;Hong Kong;HKG;1.8;44.0;Traded Sectors;self-made;;founder non-finance;Consumer;founder and chairwoman;female;flavorings;flavorings;Huabao International Holdings;new;1990;;;East Asia;;;138.802093506;1.29681038857;North,Founder,Real Billionaires
2014;1372;Claude Dauphin;France;FRA;1.2;63.0;Resource Related;self-made;;privatized and resources;Mining and metals;founder;male;commodities;commodity trading;Trafigura Beheer BV;new;1993;;;Europe;known for role in 2006 Cote d'Ivoire toxic waste dump,  imprisoned for 5 months in the country;;138.802093506;0.864540278912;North,Founder,Real Billionaires
2014;869;Clayton Mathile;United States;USA;2.0;73.0;Traded Sectors;self-made;;executive;Consumer;former CEO;male;pet food;pet food;Iams;new;1946;;;North America;;;138.802093506;1.44090044498;North,Founder,Real Billionaires
2014;687;Clive Calder;United Kingdom;GBR;2.5;67.0;Non-Traded Sectors;self-made;;founder non-finance;Media;founder;male;record label;music;Zomba Group;new;1975;;;Europe;;;138.802093506;1.80112552643;North,Founder,Real Billionaires
2014;295;Cyrus Poonawalla;India;IND;4.9;72.0;New Sectors;self-made;;founder non-finance;Technology-Medical;founder;male;vaccines;biotech;Serum Institute of India;new;1966;;;South Asia;;;138.802093506;3.53020620346;North,Founder,Real Billionaires
2014;1092;D. Leopoldo Del Pino y Calvo-Sotelo;Spain;ESP;1.6;52.0;Non-Traded Sectors;inherited;inherited from father;inherited;Constrution;relation;male;construction;construction;Ferrovial;new;1952;;;Europe;inherited from father;board member;138.802093506;1.15272033215;North,Founder,Real Billionaires
2014;642;Dagmar Dolby;United States;USA;2.7;72.0;New Sectors;inherited;spouse or widow;inherited;Technology-Computer;relation;female;Dolby Laboratories;video technology;Dolby Laboratories;new;1965;;;North America;widow;;;;North,Founder
2014;1442;Daisy Igel;Brazil;BRA;1.15;86.0;Resource Related;inherited;inherited from father;inherited;Energy;relation;female;gas, petrochemicals;gas, petrochemicals;Ultrapar;new;1930;;;Latin America;inherited from father;not involved in company, brother chaired until death in 1998;138.802093506;0.828517735004;North,Founder,Real Billionaires
2014;931;Daniel Roullier;France;FRA;1.9;77.0;Traded Sectors;self-made;;founder non-finance;Consumer;founder;male;animal feed;fertilizers;Groupe Roullier;new;1959;;;Europe;;;;;North,Founder
2014;305;Daniel Ziff;United States;USA;4.8;42.0;Financial;inherited;Third generation;inherited;Diversified financial;relation;male;investments;publishing;Ziff Davis Inc;new;1927;;;North America;3rd generation;no sisters;138.802093506;3.45816111565;North,Founder,Real Billionaires
2001;421;David Bromilow;Thailand;THA;1.20000004768;;Non-Traded Sectors;self-made;;executive;Media;investor;male;;clothing;ADIDAS;new;1924;;115536405150.0;East Asia;;;109.114585876;1.09976136684;North,Founder,Real Billionaires
2015;;Mori Arkin;Israel;ISR;1.4;;New Sectors;;;;Technology-Medical;;;Pharmaceuticals;;;;;;;Middle East/North Africa;;;138.802093506;1.00863027573;North,Real Billionaires
2015;;Murdaya Poo;Indonesia;IDN;1.7;;Financial;;;;Diversified financial;;;Diversified;;;;;;;East Asia;;;138.802093506;1.22476541996;North,Real Billionaires
2015;;Nan Cunhui;China;CHN;1.7;;Traded Sectors;;;;Non-consumer industrial;;;Electrical Power Equipment;;;;;;;East Asia;;;138.802093506;1.22476541996;North,Real Billionaires
2015;1324;Nevaldo Rocha;Brazil;BRA;1.4;85.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail;;;;;;;Latin America;;;138.802093506;1.00863027573;North,Real Billionaires
2015;;Nobutada Saji;Japan;JPN;1.1;;Traded Sectors;;;;Consumer;;;Beverages;;;;;;;East Asia;;;138.802093506;0.792495250702;North,Real Billionaires
2015;;Oleg Boyko;Russia;RUS;1.3;;Non-Traded Sectors;;;;Media;;;Entertaiment, Retail, Real Estate;;;;;;;Europe;;;138.802093506;0.936585307121;North,Real Billionaires
2015;534;Pang Kang;China;CHN;3.3;59.0;Traded Sectors;;;;Consumer;;;Soy Sauce Maker;;;;;;;East Asia;;;138.802093506;2.37748575211;North,Real Billionaires
2015;435;Pankaj Patel;India;IND;3.9;61.0;New Sectors;;;;Technology-Medical;;;Pharmaceuticals;;;;;;;South Asia;;;138.802093506;2.80975580215;North,Real Billionaires
2015;;Paul Fireman;United States;USA;1.0;;Non-Traded Sectors;;;;Retail, Restaurant;;;Reebok;;;;;;;North America;;;138.802093506;0.720450222492;North,Real Billionaires
2015;737;Peter Buck;United States;USA;2.5;84.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Subway Sandwich Shops;;;;;;;North America;;;138.802093506;1.80112552643;North,Real Billionaires
2015;;Peter Woo;Hong Kong;HKG;7.4;;Financial;;;;Real Estate;;;Real Estate;;;;;;;East Asia;;;138.802093506;5.33133172989;North,Real Billionaires
2015;;Pham Nhat Vuong;Vietnam;VNM;1.6;;Financial;;;;Real Estate;;;Real Estate;;;;;;;East Asia;;;138.802093506;1.15272033215;North,Real Billionaires
2015;;Pierre Chen;Taiwan;Taiwan;1.9;;New Sectors;;;;Technology-Computer;;;Art, Electronics;;;;;;;East Asia;;;138.802093506;1.36885547638;North,Real Billionaires
2015;168;Pierre Omidyar;United States;USA;8.0;47.0;New Sectors;;;;Technology-Computer;;;Ebay;;;;;;;North America;;;138.802093506;5.76360177994;North,Real Billionaires
2015;;Prince Alwaleed Bin Talal Alsaud;Saudi Arabia;SAU;24.8;;Financial;;;;Diversified financial;;;Investments;;;;;;;Middle East/North Africa;;;138.802093506;17.8671665192;North,Real Billionaires
2015;;Qin Yinglin;China;CHN;2.3;;Traded Sectors;;;;Consumer;;;Poultry;;;;;;;East Asia;;;138.802093506;1.65703547001;North,Real Billionaires
2015;;Qiu Jianping;China;CHN;1.5;;Traded Sectors;;;;Consumer;;;Hand Tools;;;;;;;East Asia;;;138.802093506;1.08067536354;North,Real Billionaires
2015;1324;Radhe Shyam Agarwal;India;IND;1.4;70.0;Traded Sectors;;;;Consumer;;;Consumer Goods;;;;;;;South Asia;;;138.802093506;1.00863027573;North,Real Billionaires
2015;847;Rafael Del Pino y Calvo-Sotelo;Spain;ESP;2.2;56.0;Non-Traded Sectors;;;;Constrution;;;Construction;;;;;;;Europe;;;138.802093506;1.5849905014;North,Real Billionaires
2015;1638;Raghuvinder Kataria;United Kingdom;GBR;1.1;65.0;Financial;;;;Diversified financial;;;Diversified;;;;;;;Europe;;;138.802093506;0.792495250702;North,Real Billionaires
2015;714;Rajan Raheja;India;IND;2.6;60.0;Financial;;;;Diversified financial;;;Diversified;;;;;;;South Asia;;;138.802093506;1.87317061424;North,Real Billionaires
2015;;Reinhold Schmieding;United States;USA;4.0;;New Sectors;;;;Technology-Medical;;;Medical Devices;;;;;;;North America;;;138.802093506;2.88180088997;North,Real Billionaires
2015;1118;Richard Desmond;United Kingdom;GBR;1.7;63.0;Non-Traded Sectors;;;;Media;;;Publishing;;;;;;;Europe;;;138.802093506;1.22476541996;North,Real Billionaires
2015;;Richard Kinder;United States;USA;9.1;;Traded Sectors;;;;Non-consumer industrial;;;Pipelines;;;;;;;North America;;;138.802093506;6.55609703064;North,Real Billionaires
2015;;Richard Peery;United States;USA;2.2;;Financial;;;;Real Estate;;;Real Estate;;;;;;;North America;;;138.802093506;1.5849905014;North,Real Billionaires
2015;;Richard Tsai;Taiwan;Taiwan;2.8;;Financial;;;;Money Management;;;Finance;;;;;;;East Asia;;;138.802093506;2.01726055145;North,Real Billionaires
2015;690;Robert Bass;United States;USA;2.7;67.0;Resource Related;;;;Energy;;;Oil, Investments;;;;;;;North America;;;138.802093506;1.94521558285;North,Real Billionaires
2015;1741;Robert Citrone;United States;USA;1.0;50.0;Financial;;;;Hedge funds;;;Hedge Fund;;;;;;;North America;;;138.802093506;0.720450222492;North,Real Billionaires
2015;1054;Robert Coyiuto, Jr.;Philippines;PHL;1.8;62.0;Resource Related;;;;Energy;;;Power;;;;;;;East Asia;;;138.802093506;1.29681038857;North,Real Billionaires
2015;894;Rodney Lewis;United States;USA;2.1;61.0;Resource Related;;;;Energy;;;Natural Gas;;;;;;;North America;;;138.802093506;1.5129455328;North,Real Billionaires
2015;;Roger Penske;United States;USA;1.9;;Traded Sectors;;;;Consumer;;;Cars;;;;;;;North America;;;138.802093506;1.36885547638;North,Real Billionaires
2015;;Ronald Lauder;United States;USA;3.9;;Traded Sectors;;;;Consumer;;;Estee Lauder;;;;;;;North America;;;138.802093506;2.80975580215;North,Real Billionaires
2015;;Ronald McAulay;Hong Kong;HKG;2.5;;Financial;;;;Diversified financial;;;Diversified;;;;;;;East Asia;;;138.802093506;1.80112552643;North,Real Billionaires
2015;69;Ronald Perelman;United States;USA;14.5;72.0;Financial;;;;Private equity/leveraged buyout;;;Leveraged Buyouts;;;;;;;North America;;;138.802093506;10.4465284348;North,Real Billionaires
2015;;Sameer Gehlaut;India;IND;1.5;;Financial;;;;Money Management;;;Finance;;;;;;;South Asia;;;138.802093506;1.08067536354;North,Real Billionaires
2015;418;Samvel Karapetyan;Russia;RUS;4.0;49.0;0.0;;;;Other;;;Development;;;;;;;Europe;;;138.802093506;2.88180088997;North,Real Billionaires
2015;;Samvel Karapetyan;Russia;RUS;4.3;;0.0;;;;Other;;;Development;;;;;;;Europe;;;138.802093506;3.09793591499;North,Real Billionaires
2015;283;Savitri Jindal;India;IND;5.3;64.0;Resource Related;;;;Energy;;;Steel;;;;;;;South Asia;;;138.802093506;3.8183863163;North,Real Billionaires
2015;230;Scott Duncan;United States;USA;6.2;32.0;Traded Sectors;;;;Non-consumer industrial;;;Pipelines;;;;;;;North America;;;138.802093506;4.46679162979;North,Real Billionaires
2015;1044;Senapathy Gopalakrishnan;India;IND;1.9;59.0;New Sectors;;;;Technology-Computer;;;Software Services;;;;;;;South Asia;;;138.802093506;1.36885547638;North,Real Billionaires
2015;;Seo Jung-Jin;South Korea;KOR;1.2;;New Sectors;;;;Technology-Medical;;;Biotechnology;;;;;;;East Asia;;;138.802093506;0.864540278912;North,Real Billionaires
2015;;Serge Dassault;France;FRA;14.8;;0.0;;;;Other;;;Aviation;;;;;;;Europe;;;138.802093506;10.6626634598;North,Real Billionaires
2015;;Sergei Galitsky;Russia;RUS;7.7;;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail;;;;;;;Europe;;;138.802093506;5.54746675491;North,Real Billionaires
2015;;Sergei Katsiev;Russia;RUS;1.1;;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail, Wholesale;;;;;;;Europe;;;138.802093506;0.792495250702;North,Real Billionaires
2015;352;Sergei Popov;Russia;RUS;4.6;43.0;Financial;;;;Money Management;;;Banking;;;;;;;Europe;;;138.802093506;3.31407094002;North,Real Billionaires
2015;20;Sergey Brin;United States;USA;29.2;41.0;New Sectors;;;;Technology-Computer;;;Google;;;;;;;North America;;;138.802093506;21.037147522;North,Real Billionaires
2015;1386;Shao Zhongyi;China;CHN;1.4;46.0;Traded Sectors;;;;Consumer;;;Soybean Trading;;;;;;;East Asia;;;138.802093506;1.00863027573;North,Real Billionaires
2015;369;Shari Arison;Israel;ISR;4.4;57.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Carnival Cruises;;;;;;;Middle East/North Africa;;;138.802093506;3.16998100281;North,Real Billionaires
2015;;Sheryl Sandberg;United States;USA;1.2;;New Sectors;;;;Technology-Computer;;;Facebook;;;;;;;North America;;;138.802093506;0.864540278912;North,Real Billionaires
2015;;Shin Dong-Joo;South Korea;KOR;1.4;;Non-Traded Sectors;;;;Retail, Restaurant;;;Retailing;;;;;;;East Asia;;;138.802093506;1.00863027573;North,Real Billionaires
2015;;Shishir Bajaj;India;IND;1.3;;Traded Sectors;;;;Consumer;;;Consumer Goods;;;;;;;South Asia;;;138.802093506;0.936585307121;North,Real Billionaires
2015;1741;Sidharth Burman;India;IND;1.0;70.0;Traded Sectors;;;;Consumer;;;Consumer Goods;;;;;;;South Asia;;;138.802093506;0.720450222492;North,Real Billionaires
2015;;Sidney Kimmel;United States;USA;1.3;;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail;;;;;;;North America;;;138.802093506;0.936585307121;North,Real Billionaires
2015;;Silvio Berlusconi;Italy;ITA;7.5;;Non-Traded Sectors;;;;Media;;;Media;;;;;;;Europe;;;138.802093506;5.40337657928;North,Real Billionaires
2015;1741;Solomon Lew;Australia;AUS;1.0;69.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail;;;;;;;North America;;;138.802093506;0.720450222492;North,Real Billionaires
2015;28;Stefan Persson;Sweden;SWE;24.5;67.0;Traded Sectors;;;;Consumer;;;H&M;;;;;;;Europe;;;138.802093506;17.6510314941;North,Real Billionaires
2015;1173;Stefano Gabbana;Italy;ITA;1.7;52.0;Traded Sectors;;;;Consumer;;;Dolce & Gabbana;;;;;;;Europe;;;138.802093506;1.22476541996;North,Real Billionaires
2015;;Stephen Rubin;United Kingdom;GBR;2.9;;Traded Sectors;;;;Consumer;;;Sports Apparel;;;;;;;Europe;;;138.802093506;2.08930563927;North,Real Billionaires
2015;100;Stephen Schwarzman;United States;USA;12.0;68.0;Financial;;;;Diversified financial;;;Investments;;;;;;;North America;;;138.802093506;8.64540290833;North,Real Billionaires
2015;;Steven Spielberg;United States;USA;3.6;;Non-Traded Sectors;;;;Media;;;Movies;;;;;;;North America;;;138.802093506;2.59362077713;North,Real Billionaires
2015;1250;Sun Hongbin;United States;USA;1.5;52.0;Financial;;;;Real Estate;;;Real Estate;;;;;;;North America;;;138.802093506;1.08067536354;North,Real Billionaires
2015;;Sun Piaoyang;China;CHN;3.2;;New Sectors;;;;Technology-Medical;;;Pharmaceuticals;;;;;;;East Asia;;;138.802093506;2.30544066429;North,Real Billionaires
2015;847;Ted Turner;United States;USA;2.2;76.0;Non-Traded Sectors;;;;Media;;;Cable Television;;;;;;;North America;;;138.802093506;1.5849905014;North,Real Billionaires
2015;;Thomas & Raymond Kwok;Hong Kong;HKG;13.2;;Financial;;;;Real Estate;;;Real Estate;;;;;;;East Asia;;;138.802093506;9.50994300842;North,Real Billionaires
2015;1638;Thomas Bailey;United States;USA;1.1;78.0;Financial;;;;Money Management;;;Finance;;;;;;;North America;;;138.802093506;0.792495250702;North,Real Billionaires
2015;;Thomas Steyer;United States;USA;1.6;;Financial;;;;Hedge funds;;;Hedge Funds;;;;;;;North America;;;138.802093506;1.15272033215;North,Real Billionaires
2015;1190;Tian Ming;China;CHN;1.6;61.0;Traded Sectors;;;;Non-consumer industrial;;;Measuring Instruments;;;;;;;East Asia;;;138.802093506;1.15272033215;North,Real Billionaires
2015;;Timothy Boyle;United States;USA;1.9;;Traded Sectors;;;;Consumer;;;Columbia Sportswear;;;;;;;North America;;;138.802093506;1.36885547638;North,Real Billionaires
2015;131;Galen Weston;Canada;CAN;9.6;74.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail;;;;;;;North America;;;138.802093506;6.91632223129;North,Real Billionaires
2014;153;Galen Weston & family;Canada;CAN;8.5;73.0;Non-Traded Sectors;;;;Retail, Restaurant;;;retail;;;;;;1786655064510.0;North America;;;138.802093506;6.12382698059;North,Real Billionaires
2014;1092;Gao Dekang & family;China;CHN;1.60000002384;62.0;Traded Sectors;;;;Consumer;;;apparel;;;;;;10360105247900.0;East Asia;;;138.802093506;1.15272033215;North,Real Billionaires
2015;1226;Gary Michelson;United States;USA;1.6;66.0;New Sectors;;;;Technology-Medical;;;Medical Patents;;;;;;;North America;;;138.802093506;1.15272033215;North,Real Billionaires
2015;1250;Geng Jianming;China;CHN;1.5;52.0;Financial;;;;Real Estate;;;Real Estate;;;;;;;East Asia;;;138.802093506;1.08067536354;North,Real Billionaires
2015;;Georg von Opel;Germany;DEU;2.0;;Financial;;;;Real Estate;;;Real Estate/Investments;;;;;;;Europe;;;138.802093506;1.44090044498;North,Real Billionaires
2015;;George Argyros;United States;USA;2.1;;Financial;;;;Real Estate;;;Real Estate, Investments;;;;;;;North America;;;138.802093506;1.5129455328;North,Real Billionaires
2015;690;George Bishop;United States;USA;2.7;78.0;Resource Related;;;;Energy;;;Oil & Gas;;;;;;;North America;;;138.802093506;1.94521558285;North,Real Billionaires
2015;435;George Lindemann;United States;USA;3.9;78.0;Financial;;;;Diversified financial;;;Investments;;;;;;;North America;;;138.802093506;2.80975580215;North,Real Billionaires
2015;894;Gerald Ford;United States;USA;2.1;70.0;Financial;;;;Money Management;;;Banking;;;;;;;North America;;;138.802093506;1.5129455328;North,Real Billionaires
2015;341;Gong Hongjia;Hong Kong;HKG;4.7;50.0;Financial;;;;Diversified financial;;;Investments;;;;;;;East Asia;;;138.802093506;3.38611602783;North,Real Billionaires
2014;408;Gong Hongjia & family;Hong Kong;HKG;3.70000004768;49.0;Financial;;;;Diversified financial;;;investments;;;;;;290896409544.0;East Asia;;;138.802093506;2.66566586494;North,Real Billionaires
2015;;Gordon Getty;United States;USA;2.1;;Resource Related;;;;Energy;;;Getty Oil;;;;;;;North America;;;138.802093506;1.5129455328;North,Real Billionaires
2015;195;Graeme Hart;New Zealand;NZL;6.9;59.0;Financial;;;;Diversified financial;;;Investments;;;;;;;North America;;;138.802093506;4.97110652924;North,Real Billionaires
2015;1638;Guo Wengui;China;CHN;1.1;;Financial;;;;Real Estate;;;Real Estate;;;;;;;East Asia;;;138.802093506;0.792495250702;North,Real Billionaires
2015;;H. Ross Perot, Jr.;United States;USA;1.6;;New Sectors;;;;Technology-Computer;;;Computer Services, Real Estate;;;;;;;North America;;;138.802093506;1.15272033215;North,Real Billionaires
2015;1386;Hamdi Ulukaya;Turkey;TUR;1.4;43.0;Traded Sectors;;;;Consumer;;;Chobani Yogurt;;;;;;;Middle East/North Africa;;;138.802093506;1.00863027573;North,Real Billionaires
2015;;Hamdi Ulukaya;Turkey;TUR;1.3;;Traded Sectors;;;;Consumer;;;Chobani Yogurt;;;;;;;Middle East/North Africa;;;138.802093506;0.936585307121;North,Real Billionaires
2015;393;Han Chang-Woo;Japan;JPN;4.2;84.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Pachinko Parlors;;;;;;;East Asia;;;138.802093506;3.0258910656;North,Real Billionaires
